count,avgPrice,vehicleType,year,power,mileage,brand,transmission,Damage
28,2.325,2,2001,147.8,149.107,1,0,1
33,2.696,2,2002,141.5,135.909,1,0,1
36,5.233,2,2003,175.2,137.5,1,0,1
22,6.765,2,2004,206.9,136.591,1,0,1
19,6.565,2,2005,217.1,133.684,1,0,1
26,9.486,2,2006,248.4,131.923,1,0,1
17,10.312,2,2007,228.1,125.588,1,0,1
20,12.324,2,2008,202.1,136,1,0,1
22,4557.694,2,2009,281.6,120.909,1,0,1
15,11.785,2,2010,243.5,106.333,1,0,1
11,32.712,2,2011,303,85.909,1,0,1
13,24.212,2,2012,214.2,71.923,1,0,1
7,22.65,2,2013,198,52.857,1,0,1
3,10.7,2,2014,257.3,71.667,1,0,1
3,42.6,2,2015,513.7,16.667,1,0,1
1,9.5,2,2016,192,5,1,0,1
22,1.99,4,1991,148.2,139.091,1,0,1
49,1.066,4,1992,127.2,136.837,1,0,1
29,0.774,4,1993,111.7,130.862,1,0,1
45,0.864,4,1994,145.3,143,1,0,1
92,1.007,4,1995,148.6,138.478,1,0,1
114,0.825,4,1996,145.2,134.956,1,0,1
118,0.859,4,1997,163.3,138.983,1,0,1
150,1.135,4,1998,146.7,139.833,1,0,1
182,1.039,4,1999,121.2,137.912,1,0,1
166,1.686,4,2000,139,138.253,1,0,1
192,1.901,4,2001,146.8,137.63,1,0,1
124,2.802,4,2002,167.9,135.484,1,0,1
124,2.796,4,2003,156.6,138.75,1,0,1
120,4.428,4,2004,178.4,137.125,1,0,1
128,4.579,4,2005,172.3,139.453,1,0,1
100,7.447,4,2006,208.5,138.15,1,0,1
86,8.29,4,2007,190.1,126.86,1,0,1
59,8.576,4,2008,197.4,136.864,1,0,1
48,10.433,4,2009,177,118.646,1,0,1
31,14.226,4,2010,213.1,112.581,1,0,1
31,13.564,4,2011,193.5,84.677,1,0,1
33,15.893,4,2012,185.5,75.152,1,0,1
11,23.126,4,2013,177.6,56.818,1,0,1
12,36.917,4,2014,217.6,42.5,1,0,1
9,20.161,4,2015,209.1,19.444,1,0,1
1,38,4,2016,258,20,1,0,1
1,3,6,1991,170,125,1,0,1
1,0.7,6,1992,185,150,1,0,1
1,0.65,6,1993,165,150,1,0,1
5,2.19,6,1994,164.8,150,1,0,1
6,2.342,6,1995,188.3,145.833,1,0,1
12,2.707,6,1996,187.1,150,1,0,1
10,3.995,6,1997,192.2,150,1,0,1
7,1.561,6,1998,193.1,150,1,0,1
16,2.65,6,1999,198.4,150,1,0,1
28,3.01,6,2000,222.5,149.107,1,0,1
19,3.228,6,2001,191.4,148.684,1,0,1
19,3.97,6,2002,240.8,142.368,1,0,1
20,4.34,6,2003,238.5,147,1,0,1
8,6.569,6,2004,255.8,146.875,1,0,1
17,8.385,6,2005,243.6,137.647,1,0,1
39,9.7,6,2006,264.3,142.564,1,0,1
17,12.143,6,2007,223.9,139.118,1,0,1
13,12.538,6,2008,232.8,144.615,1,0,1
10,12.548,6,2009,186,133.5,1,0,1
9,20.877,6,2010,231.7,106.111,1,0,1
7,19.964,6,2011,192.1,91.429,1,0,1
5,21.37,6,2012,176.2,58,1,0,1
3,43.733,6,2013,350,60,1,0,1
4,14.062,6,2014,254.3,76.25,1,0,1
3,49.933,6,2015,235.3,30,1,0,1
5,1.28,8,1991,119.6,150,1,0,1
7,1.144,8,1992,153,150,1,0,1
9,0.872,8,1993,147.6,127.222,1,0,1
13,0.768,8,1994,136.2,138.846,1,0,1
26,0.863,8,1995,147,150,1,0,1
33,0.742,8,1996,140.8,140.152,1,0,1
74,0.81,8,1997,164.4,146.149,1,0,1
119,1.099,8,1998,161.4,148.361,1,0,1
106,1.179,8,1999,163.1,147.877,1,0,1
121,1.382,8,2000,166.8,148.884,1,0,1
139,1.572,8,2001,165.4,148.885,1,0,1
102,2.091,8,2002,166.6,145.147,1,0,1
102,2.407,8,2003,161,145.441,1,0,1
99,3.103,8,2004,168.2,145.505,1,0,1
91,5.084,8,2005,188.3,145.275,1,0,1
106,5.159,8,2006,180.7,144.67,1,0,1
80,6.515,8,2007,177.6,147.813,1,0,1
59,7.496,8,2008,197.3,138.983,1,0,1
29,9.129,8,2009,183.5,143.103,1,0,1
34,12.678,8,2010,166.5,136.912,1,0,1
27,15.611,8,2011,187.9,128.704,1,0,1
18,15.798,8,2012,191.7,117.222,1,0,1
8,24.256,8,2013,178,86.25,1,0,1
5,18.771,8,2014,183.8,54,1,0,1
6,24.75,8,2015,163.7,38.333,1,0,1
2,2.95,10,1991,112,150,1,0,1
1,0.299,10,1992,150,150,1,0,1
4,1.596,10,1993,183.8,125,1,0,1
3,1.933,10,1994,111.3,150,1,0,1
4,1.412,10,1995,126.3,150,1,0,1
10,1.731,10,1996,154.7,138,1,0,1
22,0.858,10,1997,157.5,140.227,1,0,1
26,1.345,10,1998,162.3,146.154,1,0,1
28,1.448,10,1999,150.5,149.107,1,0,1
21,1.524,10,2000,136.6,150,1,0,1
23,2.43,10,2001,132.6,150,1,0,1
23,1.813,10,2002,136.6,147.826,1,0,1
10,1.91,10,2003,117,145,1,0,1
27,3.082,10,2004,136.4,141.852,1,0,1
27,4.114,10,2005,155.1,144.444,1,0,1
42,5.215,10,2006,147.8,136.905,1,0,1
34,6.078,10,2007,138.8,135.735,1,0,1
22,6.285,10,2008,150.5,137.955,1,0,1
11,7.438,10,2009,126.4,105.455,1,0,1
9,12.443,10,2010,165.9,116.111,1,0,1
11,13.435,10,2011,160.4,125.455,1,0,1
7,14.92,10,2012,143.1,81.429,1,0,1
4,24.622,10,2013,156.5,55,1,0,1
2,22.85,10,2014,140,15,1,0,1
1,28.5,10,2015,150,20,1,0,1
252,9.167,2,1991,131.7,139.603,1,1,0
299,7.314,2,1992,136.9,135.385,1,1,0
307,7.898,2,1993,128.6,133.518,1,1,0
467,4.536,2,1994,125.7,142.687,1,1,0
567,4.927,2,1995,123.7,139.762,1,1,0
621,3.856,2,1996,121.8,141.989,1,1,0
752,4.887,2,1997,127.4,139.781,1,1,0
812,5.777,2,1998,139.1,138.116,1,1,0
948,4.018,2,1999,143.8,139.077,1,1,0
971,5.232,2,2000,155.1,139.799,1,1,0
1177,6.48,2,2001,160.7,137.065,1,1,0
993,5.997,2,2002,160.2,135.232,1,1,0
1124,6.722,2,2003,150.6,128.599,1,1,0
1098,8.736,2,2004,152.7,126.776,1,1,0
1132,8.566,2,2005,149.4,118.282,1,1,0
1082,10.543,2,2006,165.5,114.894,1,1,0
1071,12.584,2,2007,192.4,109.528,1,1,0
1151,14.783,2,2008,198.4,103.862,1,1,0
1044,14.996,2,2009,171.4,95.484,1,1,0
836,18.885,2,2010,172,83.433,1,1,0
647,19.001,2,2011,167,69.583,1,1,0
535,18.992,2,2012,155.9,56.393,1,1,0
333,21.598,2,2013,161.1,39.249,1,1,0
193,26.186,2,2014,173.6,26.192,1,1,0
120,28.209,2,2015,164,13.875,1,1,0
41,201.548,2,2016,316.5,19.268,1,1,0
1,1.65,2,2018,140,150,1,1,0
735,2.038,4,1991,98.8,133.17,1,1,0
655,1.843,4,1992,103.8,134.74,1,1,0
795,1.373,4,1993,95.7,137.302,1,1,0
1127,1.293,4,1994,96.3,140.71,1,1,0
2155,1.078,4,1995,87.5,138.958,1,1,0
3030,4.404,4,1996,87.2,140.429,1,1,0
3794,1.184,4,1997,89.6,140.287,1,1,0
4968,1.412,4,1998,95.6,140.497,1,1,0
6596,1.513,4,1999,90.5,141.015,1,1,0
5462,1.754,4,2000,94.9,139.773,1,1,0
5661,4.217,4,2001,94.9,139.414,1,1,0
5465,2.405,4,2002,96.1,138.608,1,1,0
5240,2.825,4,2003,97.6,136.978,1,1,0
4923,3.59,4,2004,102.5,135.295,1,1,0
4617,4.356,4,2005,110,131.686,1,1,0
4746,5.265,4,2006,115.1,126.195,1,1,0
4141,5.998,4,2007,115.2,121.526,1,1,0
3650,6.811,4,2008,111.8,112.567,1,1,0
4685,7.145,4,2009,103.1,97.544,1,1,0
3199,9.106,4,2010,115.3,90.08,1,1,0
2871,10.436,4,2011,120,79.079,1,1,0
2458,11.343,4,2012,111.3,61.772,1,1,0
1656,13.423,4,2013,113.8,45.984,1,1,0
1310,15.957,4,2014,117.1,29.214,1,1,0
719,17.547,4,2015,118.5,16.307,1,1,0
87,17.202,4,2016,113.8,10.23,1,1,0
1,6,4,2017,155,150,1,1,0
1,1.9,4,2018,75,150,1,1,0
23,8.079,6,1991,114.8,146.739,1,1,0
30,7.292,6,1992,119.2,137.5,1,1,0
22,3.394,6,1993,127,141.591,1,1,0
29,3.239,6,1994,118.1,143.793,1,1,0
28,4.298,6,1995,123.8,145.179,1,1,0
30,4.889,6,1996,119.2,137,1,1,0
28,2.785,6,1997,115.9,142.321,1,1,0
39,5.129,6,1998,126.5,140.128,1,1,0
39,4.006,6,1999,131.1,142.692,1,1,0
75,5.011,6,2000,126.8,133.467,1,1,0
48,5.031,6,2001,136.1,143.958,1,1,0
51,6.591,6,2002,133.7,136.275,1,1,0
54,7.325,6,2003,154,136.204,1,1,0
106,7.713,6,2004,163.1,139.623,1,1,0
122,8.623,6,2005,156.8,134.631,1,1,0
115,9.572,6,2006,165.4,137.739,1,1,0
134,10.615,6,2007,149.6,125.522,1,1,0
254,10.544,6,2008,152.9,110.433,1,1,0
251,13.035,6,2009,148,113.287,1,1,0
302,14.016,6,2010,141.7,96.457,1,1,0
296,14.68,6,2011,135.2,81.284,1,1,0
288,17.746,6,2012,142.1,75.26,1,1,0
193,20.343,6,2013,140.1,47.953,1,1,0
203,21.409,6,2014,133.9,30.493,1,1,0
140,23.853,6,2015,135.6,15.321,1,1,0
14,41.575,6,2016,120.9,5.714,1,1,0
91,1.513,8,1991,102.3,141.099,1,1,0
120,2.005,8,1992,119.1,145.75,1,1,0
181,1.602,8,1993,118.3,145.249,1,1,0
255,1.813,8,1994,117.1,145.333,1,1,0
385,1.298,8,1995,114.2,145.286,1,1,0
618,1.397,8,1996,118.4,145.93,1,1,0
1159,2.1,8,1997,144.9,147.368,1,1,0
1458,2.003,8,1998,118.3,145.909,1,1,0
1998,51.577,8,1999,116.5,146.762,1,1,0
1832,1.901,8,2000,122.4,146.337,1,1,0
1963,8.641,8,2001,127.1,146.707,1,1,0
1875,2.843,8,2002,139.9,145.968,1,1,0
2029,3.137,8,2003,131.3,145.899,1,1,0
2069,3.69,8,2004,132.4,145.875,1,1,0
2165,5.005,8,2005,137.2,143.012,1,1,0
2470,5.866,8,2006,139.9,142.142,1,1,0
2114,6.962,8,2007,142.3,140.132,1,1,0
2056,8.238,8,2008,140.6,132.855,1,1,0
1692,9.824,8,2009,134.7,122.116,1,1,0
1443,10.938,8,2010,136.8,117.318,1,1,0
1517,12.507,8,2011,138.8,104.733,1,1,0
965,14.255,8,2012,147.3,91.187,1,1,0
588,16.249,8,2013,140.2,62.364,1,1,0
424,20.216,8,2014,137,36.108,1,1,0
214,22.662,8,2015,138.2,18.972,1,1,0
17,20.42,8,2016,124.1,12.059,1,1,0
2,6.575,8,2017,118.5,55,1,1,0
65,3.035,10,1991,73.9,138.308,1,1,0
90,4.56,10,1992,77.9,145.444,1,1,0
57,3.121,10,1993,82.2,144.035,1,1,0
131,3.707,10,1994,80.6,141.412,1,1,0
133,3.668,10,1995,85.9,147.368,1,1,0
230,3.38,10,1996,97.7,147.326,1,1,0
293,2.931,10,1997,104.8,146.109,1,1,0
405,2.813,10,1998,102.4,146.444,1,1,0
700,2.891,10,1999,108.1,145.436,1,1,0
691,3.112,10,2000,108.9,146.86,1,1,0
725,3.453,10,2001,121.8,143.862,1,1,0
827,3.37,10,2002,112.2,145.453,1,1,0
1163,3.805,10,2003,115.8,143.547,1,1,0
1393,4.5,10,2004,118.9,143.6,1,1,0
1560,4.964,10,2005,121.6,138.901,1,1,0
1624,5.931,10,2006,119.3,137.599,1,1,0
1306,7.289,10,2007,120.2,134.69,1,1,0
1093,8.043,10,2008,120.8,130.961,1,1,0
826,8.88,10,2009,130.7,118.765,1,1,0
791,11.295,10,2010,121.6,108.173,1,1,0
807,13.087,10,2011,124.9,96.58,1,1,0
621,14.503,10,2012,125.1,84.638,1,1,0
354,16.486,10,2013,122.6,60.226,1,1,0
264,20.41,10,2014,124.4,37.841,1,1,0
153,25.182,10,2015,127.8,18.529,1,1,0
16,27.303,10,2016,132.3,14.063,1,1,0
1,11.95,10,2017,130,150,1,1,0
27,1.337,2,1991,105.8,137.593,1,1,1
36,1.388,2,1992,127.9,143.333,1,1,1
47,0.975,2,1993,99.7,143.511,1,1,1
76,0.993,2,1994,112.5,144.539,1,1,1
86,1.271,2,1995,114.5,137.965,1,1,1
96,1.081,2,1996,113.6,140.26,1,1,1
138,1.219,2,1997,117.5,139.891,1,1,1
128,1.161,2,1998,119.6,143.477,1,1,1
137,1.575,2,1999,134.2,147.372,1,1,1
115,1.699,2,2000,144.6,145.913,1,1,1
105,2.374,2,2001,147.3,142.667,1,1,1
82,2.029,2,2002,128.2,142.988,1,1,1
83,2.726,2,2003,133.4,138.976,1,1,1
85,4.597,2,2004,142.8,132.647,1,1,1
74,3.797,2,2005,138.3,128.514,1,1,1
59,5.862,2,2006,152.3,123.898,1,1,1
36,6.533,2,2007,270.9,115.694,1,1,1
30,7.993,2,2008,185.9,106.5,1,1,1
29,9.157,2,2009,188.3,113.448,1,1,1
16,12.788,2,2010,180.4,91.25,1,1,1
16,16.539,2,2011,181.3,78.438,1,1,1
13,17.087,2,2012,157,66.154,1,1,1
2,26.5,2,2013,217.5,72.5,1,1,1
3,18.567,2,2014,108,36.667,1,1,1
3,21.5,2,2015,265.7,11.667,1,1,1
158,0.745,4,1991,89.7,137.848,1,1,1
129,0.705,4,1992,97.7,134.457,1,1,1
194,0.572,4,1993,89.7,139.639,1,1,1
286,0.531,4,1994,86.2,141.591,1,1,1
507,0.544,4,1995,102.4,141.174,1,1,1
663,19.173,4,1996,111,140.204,1,1,1
916,0.566,4,1997,100.6,140.966,1,1,1
980,0.712,4,1998,90.3,142.903,1,1,1
1241,0.763,4,1999,86.8,142.486,1,1,1
928,0.914,4,2000,91.5,141.255,1,1,1
901,1.154,4,2001,92.4,139.717,1,1,1
725,1.3,4,2002,94.1,140.283,1,1,1
625,21.215,4,2003,90.1,137.784,1,1,1
456,2.083,4,2004,98.7,139.879,1,1,1
463,2.597,4,2005,100.7,134.082,1,1,1
417,3.071,4,2006,101.3,131.235,1,1,1
297,3.571,4,2007,99.5,124.461,1,1,1
241,4.261,4,2008,102.6,124.357,1,1,1
286,4.404,4,2009,93,109.93,1,1,1
143,5.689,4,2010,100.3,98.881,1,1,1
124,6.767,4,2011,103.3,81.774,1,1,1
89,8.129,4,2012,102.6,64.663,1,1,1
53,10.244,4,2013,124,55.943,1,1,1
43,8.534,4,2014,98.1,26.628,1,1,1
17,8.16,4,2015,96.2,12.647,1,1,1
4,1.885,4,2016,86.3,76.25,1,1,1
1,0.8,4,2017,16,30,1,1,1
3,3.567,6,1991,121.7,141.667,1,1,1
3,4.667,6,1992,124.3,133.333,1,1,1
10,1.59,6,1993,115.6,150,1,1,1
7,1.429,6,1994,107.4,131.429,1,1,1
6,1.192,6,1995,124.7,150,1,1,1
8,1.425,6,1996,123.3,131.25,1,1,1
7,2.614,6,1997,107.3,146.429,1,1,1
7,1.426,6,1998,126.6,129.286,1,1,1
12,3.058,6,1999,164.5,147.917,1,1,1
12,1.817,6,2000,134.2,135.833,1,1,1
8,2.586,6,2001,136.3,143.75,1,1,1
3,4.35,6,2002,113.3,123.333,1,1,1
6,2.175,6,2003,109.8,123.333,1,1,1
7,5.736,6,2004,140,128.571,1,1,1
9,5.756,6,2005,180,126.111,1,1,1
15,5.015,6,2006,140.5,133,1,1,1
7,6.434,6,2007,145.9,132.857,1,1,1
15,6.843,6,2008,156.4,136.667,1,1,1
15,9.672,6,2009,145.1,119.667,1,1,1
7,10.384,6,2010,125.4,114.286,1,1,1
7,10.556,6,2011,125,87.143,1,1,1
9,8.542,6,2012,159.9,93.333,1,1,1
4,14.049,6,2013,125,40,1,1,1
3,13.75,6,2014,123.7,20,1,1,1
2,20.4,6,2015,150,17.5,1,1,1
1,1.799,6,2016,150,10,1,1,1
33,0.669,8,1991,101.1,143.939,1,1,1
47,0.741,8,1992,109.6,138.723,1,1,1
42,0.901,8,1993,120,148.81,1,1,1
70,0.728,8,1994,123.4,146.071,1,1,1
121,0.659,8,1995,259.4,144.793,1,1,1
179,56.497,8,1996,116.4,144.888,1,1,1
330,0.706,8,1997,116.6,146.106,1,1,1
450,0.722,8,1998,119.9,145.989,1,1,1
497,0.855,8,1999,116.9,145.835,1,1,1
395,0.996,8,2000,128.5,146.051,1,1,1
356,1.309,8,2001,177.7,145.295,1,1,1
321,1.364,8,2002,124.2,145.903,1,1,1
308,1.674,8,2003,141.8,147.289,1,1,1
245,2.172,8,2004,132.4,145.694,1,1,1
251,2.83,8,2005,135.6,145.558,1,1,1
201,3.634,8,2006,185,142.264,1,1,1
183,4.894,8,2007,143.2,141.995,1,1,1
116,5.233,8,2008,131.4,137.155,1,1,1
94,6.149,8,2009,123.8,131.33,1,1,1
82,6.879,8,2010,125.6,126.89,1,1,1
57,7.325,8,2011,126.4,110.877,1,1,1
21,9.788,8,2012,132.5,90.714,1,1,1
6,14.35,8,2013,156.5,108.333,1,1,1
9,13.335,8,2014,151,48.333,1,1,1
13,15.358,8,2015,119.7,33.077,1,1,1
7,1.664,10,1991,74.1,133.571,1,1,1
15,1.38,10,1992,153.1,150,1,1,1
12,1.38,10,1993,81.5,145,1,1,1
25,1.725,10,1994,79.8,150,1,1,1
26,1.41,10,1995,89.7,144.423,1,1,1
43,1.767,10,1996,103.7,146.047,1,1,1
81,1.444,10,1997,107,145.926,1,1,1
101,1.245,10,1998,105.5,146.485,1,1,1
145,1.306,10,1999,112.8,142.483,1,1,1
159,1.364,10,2000,111.6,146.164,1,1,1
134,1.486,10,2001,118.8,145.075,1,1,1
105,1.582,10,2002,107.9,146.905,1,1,1
165,2.261,10,2003,117.9,144.545,1,1,1
133,2.916,10,2004,114.1,141.316,1,1,1
139,2.838,10,2005,113,137.194,1,1,1
135,3.545,10,2006,115.6,140.556,1,1,1
119,4.804,10,2007,119.7,143.235,1,1,1
72,4.844,10,2008,115.3,139.306,1,1,1
53,4.895,10,2009,111.9,131.038,1,1,1
38,7.79,10,2010,111.4,119.737,1,1,1
53,8.765,10,2011,124.2,116.132,1,1,1
30,10.342,10,2012,111.8,97.167,1,1,1
24,9.178,10,2013,103.6,80.208,1,1,1
10,14.017,10,2014,123.8,53.5,1,1,1
3,6.8,10,2015,95.7,23.333,1,1,1
4,11.538,10,2016,111.5,113.75,1,1,1
